Title,Alternative Title,Description,Language,Creator,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
"Panama, Central America 1:1,000,000","Panama, Central America 1:1,000,000",,English,American Geographical Society of New York,,,1928,,,Panama,"-84.0,-78.0,12.0,7.0",https://umedia.lib.umn.edu/item/p16022coll230:2740,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2740/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2740,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2740/manifest.json,UMN_ALMA:9973980799701701,p16022coll230:2740,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Part of the map of Mexico prepared by J. Disturnell and published in New York in 1847,Part of the map of Mexico prepared by J. Disturnell and published in New York in 1847,,English,"Disturnell, John, 1801-1877",,Mexico,1923,,,Mexico,"-126.0,-100.0,41.0,26.0",https://umedia.lib.umn.edu/item/p16022coll230:2746,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2746/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2746,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2746/manifest.json,UMN_ALMA:9940091520001701,p16022coll230:2746,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Peru,Peru,,English,"Carey, Henry Charles, 1793-1879",,,1827,,,Peru,"-82.0,-64.0,-4.0,-22.0",https://umedia.lib.umn.edu/item/p16022coll230:2780,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2780/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2780,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2780/manifest.json,UMN_ALMA:9920739900001701,p16022coll230:2780,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Peru,Peru,,English,"Carey, Henry Charles, 1793-1879",,,1822,,,Peru,"-82.0,-64.0,-4.0,-22.0",https://umedia.lib.umn.edu/item/p16022coll230:2807,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2807/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2807,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2807/manifest.json,UMN_ALMA:9920735570001701,p16022coll230:2807,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plan del curso de los Rios Huallaga y Ucayali y de la Pampa del Sacramento,Plan del curso de los Rios Huallaga y Ucayali y de la Pampa del Sacramento,,Spanish,"Sobreviela, Manuel, -1803",,,1851?,,,South America,"-77.0,-71.0,-4.1667,-12.8333",https://umedia.lib.umn.edu/item/p16022coll230:2758,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2758/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2758,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2758/manifest.json,UMN_ALMA:9915366360001701,p16022coll230:2758,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del Rio Amazonas Peruano,Plano del Rio Amazonas Peruano,,Spanish,"Vallejos Z., Camilo",,,1908,,,South America,,https://umedia.lib.umn.edu/item/p16022coll230:2732,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2732/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2732,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2732/manifest.json,UMN_ALMA:9920714220001701,p16022coll230:2732,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del Rio Huallaga,Plano del Rio Huallaga,,Spanish,"Vallejos Z., Camilo",,,1908,,,South America,,https://umedia.lib.umn.edu/item/p16022coll230:2826,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2826/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2826,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2826/manifest.json,UMN_ALMA:9976036009001701,p16022coll230:2826,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del rio Manú,Plano del rio Manú,,Spanish,"Torres, Juan M",,,1902,,,Peru,,https://umedia.lib.umn.edu/item/p16022coll230:2762,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2762/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2762,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2762/manifest.json,UMN_ALMA:9976036008501701,p16022coll230:2762,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Plano del Rio Napo dibujo de Camilo Vallejos Z., cartografo","Plano del Rio Napo dibujo de Camilo Vallejos Z., cartografo",,Spanish,"Vallejos Z., Camilo",,,1908,,,Ecuador,,https://umedia.lib.umn.edu/item/p16022coll230:2781,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2781/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2781,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2781/manifest.json,UMN_ALMA:9920722340001701,p16022coll230:2781,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del Rio Pastaza,Plano del Rio Pastaza,,Spanish,"Mavila, Oscar",,,1908,,,Ecuador,,https://umedia.lib.umn.edu/item/p16022coll230:2764,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2764/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2764,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2764/manifest.json,UMN_ALMA:9920711450001701,p16022coll230:2764,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del rio Serjali,Plano del rio Serjali,,Spanish,"Torres, Juan M",,,1902,,,Peru,,https://umedia.lib.umn.edu/item/p16022coll230:2748,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2748/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2748,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2748/manifest.json,UMN_ALMA:9920737120001701,p16022coll230:2748,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del Rio Tambopata,Plano del Rio Tambopata,,Spanish,"Baluarte, Rafael E",,,1902,,,Peru,,https://umedia.lib.umn.edu/item/p16022coll230:2741,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2741/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2741,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2741/manifest.json,UMN_ALMA:9920729840001701,p16022coll230:2741,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del Río Tigre,Plano del Río Tigre,,Spanish,"Vallejos Zuñe, Camilo",,,1908,,,Peru,,https://umedia.lib.umn.edu/item/p16022coll230:2794,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2794/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2794,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2794/manifest.json,UMN_ALMA:9973723303101701,p16022coll230:2794,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Plano del Río Ucayali,Plano del Río Ucayali,,Spanish,"Vallejos Zuñe, Camilo",,,1908,,,Peru,"-75.0,-74.0,-9.0,-11.0",https://umedia.lib.umn.edu/item/p16022coll230:2772,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2772/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2772,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2772/manifest.json,UMN_ALMA:9973950087501701,p16022coll230:2772,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Profile of the Nicaragua interoceanic ship canal,Profile of the Nicaragua interoceanic ship canal,,English,Julius Bien & Co,,Maps|1888,1888,,,Nicaragua,,https://umedia.lib.umn.edu/item/p16022coll230:2733,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2733/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2733,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2733/manifest.json,UMN_ALMA:9912099490001701,p16022coll230:2733,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Rand McNally & Co.'s indexed atlas of the world map of Mexico,Rand McNally & Co.'s indexed atlas of the world map of Mexico,,English,Rand McNally and Company,,Railroads,1895,,,Mexico,"-116.0,-86.0,32.0,16.0",https://umedia.lib.umn.edu/item/p16022coll230:2750,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2750/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2750,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2750/manifest.json,UMN_ALMA:9922092760001701,p16022coll230:2750,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
